id,event,time,panaspmq1,panaspmq2,panaspmq3,panaspmq4,panaspmq5,panaspmq6,panaspmq7,panaspmq8,panaspmq9,panaspmq10,panaspmq11,panaspmq12,panaspmq13,panaspmq14,panaspmq15,panaspmq16,panaspmq17,panaspmq18,panaspmq19,panaspmq20,panas_start_pos,panas_start_neg
12015,1,0,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,13,10
12015,2,0,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,13,11
12015,3,0,2,3,2,1,1,1,1,1,2,1,3,3,1,1,1,1,3,2,3,1,19,15
12015,4,0,2,2,2,1,1,1,1,1,2,1,2,4,1,1,1,1,3,2,1,1,18,13
12015,5,0,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,2,2,2,1,1,14,12
12015,6,0,2,1,1,1,1,1,1,1,2,1,1,4,1,1,1,2,3,1,1,1,18,10
12015,7,0,2,1,1,1,1,2,1,1,1,1,2,3,1,1,1,1,3,1,1,1,15,12
12015,8,0,2,3,1,3,1,1,1,1,1,1,3,3,1,1,3,3,3,2,3,1,19,19
12016,1,0,2,3,4,3,4,1,1,2,3,3,3,2,1,1,1,1,2,1,2,1,24,17
12016,2,0,2,3,2,2,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,15,14
12016,3,0,2,3,2,1,2,1,1,1,2,3,2,1,1,1,2,1,1,1,1,1,16,14
12016,4,0,2,2,1,2,2,1,1,1,2,3,1,1,1,1,1,2,,1,1,1,,12
12016,5,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,11,10
12016,6,0,2,2,3,2,3,1,3,1,3,3,2,2,1,1,1,2,1,1,1,1,21,15
12016,7,0,3,1,3,2,3,1,1,2,3,3,1,1,1,3,3,2,2,2,3,1,26,15
12016,8,0,4,3,4,2,5,1,1,1,4,4,1,1,1,1,1,1,2,1,1,1,27,13
12018,1,0,4,2,4,2,4,1,1,1,3,4,4,2,1,4,3,4,3,3,3,1,35,19
12018,2,0,5,2,5,1,4,1,1,1,3,3,1,1,1,5,4,4,1,4,3,3,34,19
12018,3,0,4,2,4,1,5,1,1,1,4,3,1,2,1,4,2,2,1,1,1,1,30,12
12018,4,0,5,1,5,1,5,1,1,1,1,4,1,1,1,4,1,4,3,1,1,1,33,10
12018,5,0,5,1,5,1,5,1,1,1,4,4,1,3,1,5,3,2,2,1,1,1,36,12
12018,6,0,4,2,4,2,4,1,1,1,2,4,2,2,1,4,2,2,1,1,1,1,28,14
12018,7,0,4,3,4,3,4,2,2,1,3,3,3,2,1,4,3,2,2,3,3,1,31,22
12018,8,0,4,2,4,2,4,1,1,1,4,3,1,1,1,4,2,4,1,1,1,1,30,13
12020,1,0,2,2,3,2,1,3,1,3,3,2,3,3,2,2,2,2,2,1,2,1,22,20
12020,2,0,3,4,4,4,3,4,1,1,2,2,4,3,2,2,3,2,2,1,2,2,25,26
12020,3,0,5,2,5,2,2,3,1,1,5,3,1,3,1,4,1,3,2,1,4,1,36,14
12020,4,0,4,3,4,1,3,2,1,1,4,2,1,2,1,4,1,3,2,1,3,1,31,13
12020,5,0,5,1,4,1,1,1,1,1,4,4,1,3,1,1,1,4,2,1,4,1,32,10
12020,6,0,5,2,3,1,2,2,1,1,4,2,1,3,2,4,1,3,2,1,4,1,32,13
12020,7,0,5,2,4,2,2,1,1,1,4,4,1,2,1,3,1,4,3,1,3,1,34,12
12020,8,0,5,2,4,1,2,1,1,1,4,5,2,2,1,5,1,3,4,1,5,1,39,12
12023,1,0,3,2,4,2,3,1,1,1,2,2,3,3,1,2,2,4,3,1,2,1,28,15
12023,2,0,4,3,1,2,2,1,1,1,2,2,3,3,1,2,1,4,3,1,2,1,25,15
12023,3,0,3,1,2,1,2,1,1,1,2,2,1,3,1,2,2,3,3,1,1,1,23,11
12023,4,0,3,2,1,1,2,1,1,1,1,1,2,3,1,1,1,2,2,2,1,1,17,13
12023,5,0,4,1,3,1,2,1,1,1,2,2,1,4,1,2,2,4,4,1,2,1,29,11
12023,6,0,3,1,3,1,2,1,1,1,2,2,1,3,1,2,2,3,3,1,2,1,25,11
12023,7,0,3,1,2,1,2,1,1,1,3,3,1,3,1,2,1,3,3,1,2,1,26,10
12023,8,0,4,1,3,1,2,1,1,1,2,2,1,3,1,2,2,3,3,1,2,1,26,11
12024,1,0,4,1,1,1,2,1,1,1,2,1,2,2,1,1,1,3,3,1,1,1,20,11
12024,2,0,3,4,2,3,1,3,3,1,1,1,4,2,3,1,3,3,2,2,2,3,18,29
12024,3,0,4,1,2,1,3,1,1,1,2,3,1,1,1,3,1,3,3,1,3,1,27,10
12024,4,0,2,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,10
12024,5,0,4,2,1,4,2,1,1,1,1,1,2,1,1,1,1,1,2,1,3,1,17,15
12024,6,0,3,1,1,1,2,1,1,1,2,1,1,2,1,3,1,4,2,2,1,1,21,11
12024,7,0,3,4,1,4,1,1,3,2,1,1,4,1,1,1,3,2,3,3,1,1,15,26
12024,8,0,4,1,3,1,4,1,1,1,2,3,1,1,1,4,1,3,3,2,3,1,30,11
12026,1,0,4,1,4,1,3,1,2,1,3,2,1,4,1,3,5,4,4,2,3,2,34,17
12026,2,0,4,2,3,2,2,2,1,3,3,2,2,4,1,3,2,3,4,2,3,1,31,18
12026,3,0,4,3,2,1,2,1,1,1,2,2,2,3,2,2,2,3,3,3,2,1,25,17
12026,4,0,4,1,4,1,2,1,1,1,4,2,1,4,1,4,2,4,4,2,3,1,35,12
12026,5,0,2,2,2,1,1,1,1,1,2,1,1,3,1,2,1,2,3,1,2,1,20,11
12026,6,0,4,1,3,1,1,1,1,1,3,1,1,4,1,3,2,3,4,2,3,1,29,12
12026,7,0,3,3,2,2,1,1,1,1,2,1,3,4,1,2,2,3,4,1,2,1,24,16
12026,8,0,2,3,2,1,1,1,1,1,2,1,2,3,3,2,4,4,3,2,2,1,22,19
12031,1,0,4,2,3,1,2,1,2,1,3,2,2,4,1,3,4,4,4,3,1,1,30,18
12031,2,0,4,1,4,2,1,1,1,1,4,1,2,4,1,2,3,1,3,2,1,1,25,15
12031,3,0,4,1,3,1,2,1,1,1,3,2,1,4,1,3,2,3,4,2,1,1,29,12
12031,4,0,3,1,3,1,1,1,1,1,3,2,1,4,1,3,3,3,4,2,1,1,27,13
12031,5,0,3,1,2,1,1,1,1,1,3,3,1,4,1,3,2,3,4,1,2,1,28,11
12031,6,0,3,2,3,1,1,1,1,1,2,1,2,4,1,2,1,3,3,2,2,1,24,13
12031,7,0,3,1,2,1,1,1,1,1,2,2,1,4,1,2,1,2,3,2,2,1,23,11
12031,8,0,3,1,2,1,3,1,1,1,2,3,1,4,1,3,1,3,4,1,2,1,29,10
12032,1,0,2,1,3,2,4,1,1,1,3,4,3,3,1,2,3,4,4,1,2,1,31,15
12032,2,0,3,3,2,3,4,2,2,1,3,4,3,4,2,1,2,3,4,1,3,2,31,21
12032,3,0,3,2,3,1,3,1,1,1,3,3,2,3,1,3,2,2,2,1,1,1,26,13
12032,4,0,3,2,3,1,2,1,1,1,2,2,1,2,1,2,1,2,2,1,2,1,22,11
12032,5,0,2,1,1,2,3,2,2,1,2,3,1,2,1,1,1,1,2,2,2,2,19,15
12033,1,0,4,2,4,1,3,2,2,2,4,3,2,3,2,3,3,3,3,1,2,1,32,18
12033,2,0,5,2,4,2,3,2,2,1,5,3,1,3,2,5,4,4,3,3,2,3,37,22
12033,3,0,5,3,4,2,3,3,2,1,5,3,1,4,2,4,3,4,3,1,3,1,38,19
12033,4,0,4,2,4,1,4,2,2,1,4,3,1,3,1,4,2,4,3,1,3,2,36,15
12033,5,0,3,3,2,3,2,1,2,3,2,2,4,2,2,2,1,2,2,1,2,2,21,22
12033,6,0,2,3,2,3,2,3,2,3,2,2,4,4,3,2,1,2,3,2,2,2,23,26
12033,7,0,4,2,3,1,3,2,2,2,4,3,1,4,2,4,3,4,3,1,3,1,35,17
12033,8,0,5,1,5,1,4,2,2,1,4,5,2,3,2,4,3,5,4,2,4,1,43,17
12035,1,0,3,2,2,1,1,1,2,1,2,1,2,2,1,2,1,3,3,1,2,1,21,13
12035,2,0,4,3,2,2,2,1,1,1,2,2,2,2,1,3,2,2,2,2,3,1,24,16
12035,3,0,4,2,3,1,3,1,1,1,4,3,2,3,1,4,2,3,3,1,3,2,33,14
12035,4,0,4,2,3,2,3,2,2,1,4,3,2,2,1,3,2,4,3,1,3,2,32,17
12035,5,0,4,2,3,2,3,1,1,1,3,3,3,2,1,2,2,3,3,3,2,2,28,18
12035,6,0,3,4,3,4,3,2,2,2,3,3,4,2,2,3,2,3,3,3,3,2,29,27
12035,7,0,4,3,3,2,2,1,1,1,3,3,4,3,1,3,2,3,3,2,3,2,30,19
12035,8,0,3,2,3,2,4,2,2,1,3,3,2,2,1,3,2,3,3,1,2,1,29,16
12038,1,0,3,2,2,1,2,1,1,1,2,2,1,3,1,1,1,2,2,1,1,1,20,11
12038,2,0,3,1,2,1,2,1,1,1,2,2,1,3,1,2,1,2,2,1,2,1,22,10
12038,3,0,2,1,2,1,2,1,1,1,1,2,1,2,1,2,1,2,2,1,2,1,19,10
12038,4,0,2,1,1,1,2,1,1,1,2,2,1,2,1,2,1,2,2,1,3,1,20,10
12038,5,0,2,1,3,1,2,1,1,1,3,2,1,2,1,1,1,2,2,1,1,1,20,10
12038,6,0,1,1,1,1,1,1,1,,1,1,2,1,1,1,1,1,1,1,1,1,10,
12038,7,0,3,1,3,1,3,1,1,1,3,3,1,3,1,2,1,3,2,1,3,1,28,10
12038,8,0,4,1,4,1,3,1,1,1,4,3,1,3,1,3,1,3,3,1,3,1,33,10
12039,1,0,1,2,1,3,1,3,2,2,1,1,3,2,3,1,2,1,2,2,1,3,12,25
12039,2,0,2,2,1,2,1,2,2,2,1,1,2,1,2,1,2,1,1,2,1,2,11,20
12039,3,0,1,3,1,3,1,3,1,1,1,1,3,1,3,1,3,1,1,3,1,1,10,24
12039,4,0,2,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1,2,1,2,11,16
12039,5,0,1,5,1,5,1,4,5,4,1,1,5,3,3,1,5,1,5,5,4,5,19,46
12039,6,0,1,4,1,5,1,5,5,1,1,1,5,1,5,1,5,1,1,5,1,5,10,45
12039,7,0,1,3,1,3,1,3,2,1,1,1,3,1,2,1,3,1,2,3,1,3,11,26
12039,8,0,1,4,1,4,1,4,2,1,1,4,4,4,4,1,4,1,1,4,1,1,16,32
12043,1,0,2,1,2,1,1,1,1,1,3,2,2,3,1,2,3,2,3,2,2,1,22,14
12043,2,0,2,1,2,1,2,2,1,1,3,2,2,3,2,1,3,1,3,3,2,2,21,18
12043,3,0,2,2,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,2,1,2,11,16
12043,4,0,3,1,2,1,1,2,2,1,3,2,2,2,1,3,3,2,3,2,3,2,24,17
12043,5,0,2,2,1,2,1,2,1,2,1,1,3,3,2,1,3,1,3,3,1,2,15,22
12043,6,0,2,2,2,2,1,2,1,2,1,1,3,3,2,1,3,1,3,3,2,2,17,22
12043,7,0,3,1,2,1,2,1,1,1,2,3,1,3,1,2,2,2,3,3,3,1,25,13
12043,8,0,2,1,2,1,1,2,1,1,2,2,3,2,1,2,2,1,2,3,1,1,17,16
12045,1,0,3,1,2,1,4,1,1,1,2,1,1,3,1,1,1,2,3,2,3,1,24,11
12045,2,0,3,1,2,1,4,1,1,1,3,1,1,3,1,2,2,2,3,2,2,1,25,12
12045,3,0,4,1,2,1,4,1,1,1,3,3,1,3,1,3,2,3,3,2,3,1,31,12
12045,4,0,4,1,4,1,4,1,1,1,4,3,1,3,1,3,2,3,3,1,3,1,34,11
12045,5,0,2,1,1,1,2,2,2,1,1,2,1,2,1,1,3,2,2,2,2,1,17,15
12045,6,0,3,2,2,2,3,1,1,1,3,3,2,3,1,2,2,3,2,1,3,2,27,15
12045,7,0,2,3,1,4,2,1,4,1,1,1,1,3,1,1,3,3,2,2,2,4,18,24
12045,8,0,2,1,1,1,3,1,1,1,3,3,1,3,1,2,1,3,3,1,2,1,25,10
12048,2,0,4,3,4,2,2,1,1,1,4,3,3,2,1,3,2,2,3,3,2,1,29,18
12049,1,0,4,2,4,2,2,1,3,4,2,1,4,1,3,2,4,2,2,3,1,4,21,30
12050,1,0,4,2,3,1,1,1,1,1,4,1,1,4,1,1,1,1,3,1,3,1,25,11
12050,2,0,3,4,2,1,1,1,1,1,3,1,1,3,1,1,1,1,4,1,3,1,22,13
12050,3,0,3,2,2,1,1,1,1,1,2,1,1,3,1,1,1,2,3,1,3,1,21,11
12050,4,0,3,2,2,1,1,1,1,1,2,1,1,3,1,2,1,2,3,1,3,1,22,11
12050,5,0,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,1,14,11
12050,6,0,3,2,2,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,4,1,20,11
12050,7,0,3,1,3,1,1,1,1,1,3,1,1,3,1,1,1,1,3,1,4,1,23,10
12057,1,0,4,3,3,1,2,2,2,1,2,1,2,3,2,1,3,2,3,3,2,2,23,21
12057,2,0,3,2,1,2,3,1,2,2,2,2,2,3,1,1,2,3,3,2,2,1,23,17
12057,3,0,3,2,1,2,2,1,2,1,1,1,2,3,1,1,2,2,2,1,2,1,18,15
12057,4,0,3,2,2,2,2,1,1,1,2,2,1,2,1,1,2,2,3,2,2,1,21,14
12057,5,0,2,2,2,1,2,1,1,1,3,2,1,2,1,2,1,2,2,1,2,1,21,11
12057,6,0,2,2,2,1,2,1,1,1,2,1,1,2,1,2,1,3,2,1,2,1,20,11
12057,7,0,3,2,2,1,2,1,1,1,2,2,1,3,1,1,1,2,2,2,2,1,21,12
12057,8,0,2,1,2,1,2,1,1,1,2,2,1,2,1,2,1,1,2,1,2,1,19,10
12015,1,1,4,1,2,1,1,1,1,1,2,1,1,3,1,3,1,3,3,1,1,1,23,10
12015,2,1,3,1,2,1,1,1,1,1,2,2,1,3,1,2,1,3,3,1,1,1,22,10
12015,3,1,3,1,2,1,1,1,1,1,2,2,1,3,1,1,1,1,3,2,2,1,20,11
12015,4,1,3,1,1,1,2,1,1,1,3,3,1,2,1,3,1,3,2,1,3,1,25,10
12015,5,1,3,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,3,1,1,1,17,10
12015,6,1,3,1,2,1,1,1,1,1,1,2,1,3,1,2,1,1,3,1,1,3,19,12
12015,7,1,3,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,3,1,3,1,19,10
12015,8,1,2,1,3,1,1,1,1,1,2,3,1,3,1,2,1,3,3,1,1,1,23,10
12016,1,1,3,1,2,1,3,1,1,1,2,2,1,1,1,3,2,2,2,2,1,1,21,12
12016,2,1,2,1,3,1,2,1,1,1,2,3,2,1,1,1,1,2,2,1,1,1,19,11
12016,3,1,2,1,2,1,1,1,1,1,1,3,1,1,1,3,1,1,2,1,2,1,18,10
12016,4,1,2,2,1,3,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,12,14
12016,5,1,2,1,2,1,1,1,1,2,2,3,2,2,2,3,2,3,4,2,1,2,23,15
12016,6,1,1,2,1,1,3,1,1,1,2,4,1,2,1,1,1,1,3,2,1,1,19,12
12016,7,1,3,2,4,1,4,1,2,3,1,1,3,1,1,4,1,1,3,1,3,1,25,16
12016,8,1,4,3,5,1,5,1,1,1,4,5,2,1,1,5,1,1,1,1,1,1,32,13
12018,1,1,5,1,5,1,5,1,1,1,4,4,2,3,1,5,3,5,2,3,3,1,41,15
12018,2,1,5,1,5,1,4,1,1,1,3,4,1,3,1,5,3,5,3,3,3,1,40,14
12018,3,1,5,1,5,1,5,1,1,1,4,5,1,3,1,5,1,4,3,1,1,1,40,10
12018,4,1,5,1,5,1,5,1,1,1,4,5,1,1,1,5,2,1,1,1,1,1,33,11
12018,5,1,5,1,5,1,5,1,1,1,3,4,1,1,1,5,2,1,1,1,1,1,31,11
12018,6,1,4,2,4,1,4,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1,25,11
12018,7,1,4,2,4,2,4,2,1,1,2,4,1,1,1,4,2,1,3,2,2,1,29,15
12018,8,1,4,2,4,2,4,1,1,1,4,4,1,1,1,4,2,4,2,4,2,1,33,16
12020,1,1,5,1,4,1,2,1,1,1,5,2,1,3,1,5,1,5,4,1,3,1,38,11
12020,2,1,5,2,2,2,3,2,1,1,3,2,2,3,2,5,2,2,3,1,3,1,31,16
12020,3,1,5,1,5,1,3,1,1,1,5,4,1,1,1,5,1,4,4,1,4,1,40,10
12020,4,1,5,1,5,1,3,1,1,1,5,3,1,1,1,5,2,4,3,1,5,1,39,11
12020,5,1,5,2,5,2,2,3,1,1,5,1,2,2,3,4,2,2,2,1,3,1,31,16
12020,6,1,5,1,5,1,2,3,1,1,5,2,2,3,2,4,1,3,1,1,3,1,33,14
12020,7,1,5,3,4,2,3,1,1,2,4,4,3,1,1,4,1,3,4,1,4,2,36,17
12020,8,1,4,1,4,2,3,1,1,1,5,5,1,3,1,5,1,4,3,1,3,1,39,11
12023,1,1,4,2,4,1,2,1,1,1,3,2,1,3,1,4,2,3,4,1,2,1,31,12
12023,2,1,4,3,3,3,2,1,1,1,3,2,1,3,1,3,2,4,3,2,2,1,29,16
12023,3,1,4,2,3,1,2,1,1,1,2,3,1,3,1,3,2,4,3,1,3,1,30,12
12023,4,1,3,1,2,1,2,1,1,1,2,2,1,3,1,2,1,3,3,1,2,1,24,10
12023,5,1,4,1,3,1,2,2,2,1,3,2,1,3,1,3,2,3,4,2,2,1,29,14
12023,6,1,4,1,2,1,2,1,1,1,3,3,1,3,1,2,2,3,3,1,2,1,27,11
12023,7,1,3,1,3,1,2,1,1,1,3,3,1,3,1,3,2,3,3,1,2,1,28,11
12023,8,1,3,1,2,1,2,1,1,1,3,2,1,3,1,2,1,2,2,1,2,1,23,10
12024,1,1,4,1,3,1,3,1,1,1,3,4,1,2,1,4,1,4,4,1,4,1,35,10
12024,2,1,5,1,4,1,4,1,1,1,5,4,1,1,1,5,1,5,5,1,5,1,43,12
12024,3,1,5,1,4,1,4,1,1,1,4,4,1,3,1,4,1,4,4,1,4,1,40,10
12024,4,1,4,1,4,1,5,1,1,1,5,5,1,1,1,5,1,5,5,1,5,1,44,10
12024,5,1,4,1,4,1,4,1,1,1,4,4,1,1,1,4,1,4,4,1,4,1,37,10
12024,6,1,4,1,2,1,4,1,1,1,3,3,1,1,1,4,1,4,4,1,4,1,33,10
12024,7,1,4,1,4,1,4,1,1,1,3,4,1,1,1,4,1,4,2,2,4,1,34,11
12024,8,1,5,1,4,1,4,1,1,1,4,4,1,1,1,4,1,4,4,1,4,1,38,10
12026,1,1,5,3,5,2,3,2,1,1,4,3,1,4,1,3,2,3,4,2,3,1,37,16
12026,2,1,4,2,4,2,2,1,1,1,4,3,1,4,2,3,2,4,4,1,3,1,35,13
12026,3,1,4,1,5,1,3,1,1,1,5,3,1,4,1,4,2,4,5,1,4,1,41,12
12026,4,1,4,1,4,1,3,1,1,1,4,3,1,4,1,4,1,4,4,1,3,1,37,10
12026,5,1,,,,,,,,,,,,,,,,,,,,,,
12026,6,1,5,1,4,1,3,1,1,1,5,3,1,4,2,3,2,4,5,1,5,1,41,11
12026,7,1,4,1,3,1,2,1,1,1,2,1,2,4,1,3,1,3,4,1,3,1,29,11
12026,8,1,4,1,5,1,2,1,1,1,4,4,1,5,1,5,1,4,5,1,4,1,42,12
12031,1,1,4,1,4,1,2,1,1,1,4,3,1,4,1,4,2,3,4,1,1,1,33,11
12031,2,1,3,1,2,1,2,1,1,1,3,3,1,4,1,3,1,2,3,1,1,1,26,10
12031,3,1,2,1,2,1,3,1,1,1,4,4,1,4,1,4,1,4,4,1,1,1,32,10
12031,4,1,4,1,2,1,2,1,1,1,2,2,1,4,1,4,1,4,3,1,1,1,28,10
12031,5,1,4,1,3,1,2,1,1,1,2,2,1,4,1,3,1,3,3,1,1,1,27,10
12031,6,1,3,1,2,1,1,1,1,1,2,3,1,3,1,3,1,3,4,1,3,1,27,10
12031,7,1,3,1,2,1,2,1,1,1,3,3,1,4,1,3,1,3,3,1,2,1,28,10
12031,8,1,4,1,3,1,4,1,1,1,4,4,1,4,1,4,1,4,4,1,3,1,38,10
12032,1,1,3,2,3,1,4,1,1,1,3,3,2,3,1,2,1,3,4,1,4,1,32,12
12032,2,1,4,1,4,1,5,1,1,1,3,5,2,3,1,5,1,4,3,2,3,1,39,13
12032,3,1,4,1,3,1,4,2,1,1,4,3,1,3,1,2,3,2,2,2,3,1,30,14
12032,4,1,3,4,2,1,4,1,2,1,3,3,1,2,1,4,1,3,3,1,3,1,30,14
12032,5,1,2,1,3,1,3,1,1,1,1,2,1,2,2,3,1,2,2,1,2,1,22,10
12033,1,1,4,1,4,2,,1,2,2,4,3,2,2,2,4,3,3,3,1,2,2,,18
12033,2,1,5,2,4,1,2,2,2,1,4,4,1,4,2,5,2,3,4,1,3,2,38,16
12033,3,1,4,2,4,1,3,1,1,1,4,5,1,4,2,4,2,4,4,2,3,2,39,15
12033,4,1,4,1,5,1,4,1,1,1,5,5,2,4,2,5,3,4,3,1,4,3,43,15
12033,5,1,3,2,2,2,3,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,24,20
12033,6,1,3,2,4,2,3,2,2,2,3,4,2,3,2,4,2,3,2,2,3,2,32,21
12033,7,1,4,1,5,2,4,2,2,1,4,4,1,4,2,4,2,4,4,2,3,1,40,16
12033,8,1,5,1,5,1,4,2,1,1,4,4,1,4,1,5,1,4,4,1,3,1,42,12
12035,1,1,4,1,3,2,2,1,1,1,3,2,2,3,1,4,1,3,3,1,3,1,30,12
12035,2,1,4,2,3,2,2,1,2,1,3,2,2,3,2,4,3,4,3,2,2,3,30,19
12035,3,1,4,2,4,1,3,1,2,1,4,4,2,3,1,4,2,4,3,1,3,2,36,15
12035,4,1,4,2,3,1,1,2,1,1,3,4,2,2,1,3,2,3,2,2,1,1,26,15
12035,5,1,3,4,3,4,2,3,3,1,2,2,3,3,3,2,3,3,3,3,2,2,25,27
12035,6,1,4,2,3,2,3,2,2,1,4,3,2,3,2,3,2,3,3,2,3,2,32,19
12035,7,1,4,2,3,2,3,2,2,2,3,4,2,3,2,4,2,3,3,2,2,2,32,19
12035,8,1,4,2,4,1,3,2,2,1,3,4,2,2,1,4,2,3,3,2,2,2,32,17
12038,1,1,3,1,2,1,3,1,1,1,3,3,1,3,1,2,1,2,3,1,1,1,25,10
12038,2,1,3,1,3,1,2,1,1,1,3,3,1,3,1,3,1,2,2,1,2,1,26,10
12038,3,1,3,1,2,1,2,1,1,1,3,3,1,2,1,3,1,2,2,1,1,1,23,10
12038,4,1,3,1,3,1,3,1,1,1,3,3,1,3,1,3,1,3,3,1,3,1,30,10
12038,5,1,3,1,2,1,3,1,1,1,3,3,1,3,1,3,1,3,3,1,3,1,29,10
12038,6,1,3,1,2,1,4,1,1,1,3,3,1,3,1,3,1,3,3,1,2,1,29,10
12038,7,1,4,1,4,1,4,1,1,1,4,5,1,4,1,5,1,4,4,1,3,1,41,10
12038,8,1,4,1,3,1,4,1,1,1,4,4,1,3,1,4,1,4,3,1,3,1,36,10
12039,1,1,3,1,3,3,2,1,1,1,2,3,1,3,1,3,1,3,3,1,3,1,28,14
12039,2,1,5,1,2,1,2,1,1,1,2,5,1,2,1,5,1,2,2,1,2,1,29,11
12039,3,1,5,1,5,1,5,1,1,1,5,5,1,5,1,5,1,5,5,1,5,1,50,12
12039,4,1,5,1,5,1,5,1,1,1,5,5,1,5,1,5,1,5,5,1,5,1,50,11
12039,5,1,4,1,5,1,5,1,1,1,5,5,1,5,1,5,1,5,5,1,5,1,49,12
12039,6,1,3,2,2,4,1,2,4,1,1,1,1,2,2,2,4,1,1,4,1,5,15,32
12039,7,1,3,1,5,1,2,1,1,1,4,2,1,2,1,5,1,5,5,1,2,1,35,11
12039,8,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,22
12043,1,1,2,1,2,1,2,1,1,1,3,2,1,3,1,3,1,2,3,2,2,1,24,11
12043,2,1,3,1,3,1,3,2,2,1,4,3,1,3,2,4,3,2,3,3,3,2,31,18
12043,3,1,3,1,3,1,2,1,1,1,4,4,1,1,1,4,2,2,2,2,2,1,27,12
12043,4,1,3,1,2,1,2,1,1,1,3,4,1,2,1,3,2,2,3,3,2,1,26,13
12043,5,1,2,2,1,3,1,2,2,2,1,1,3,2,2,1,3,1,3,4,1,3,14,26
12043,6,1,3,1,3,1,2,1,1,1,3,3,1,3,1,3,2,3,3,3,3,1,29,14
12043,8,1,3,1,3,1,3,1,1,1,4,4,1,3,1,4,3,3,3,4,3,1,33,15
12045,1,1,4,1,2,1,4,1,1,1,4,1,1,3,1,3,1,2,3,1,4,1,30,10
12045,2,1,3,1,3,1,4,1,1,1,3,2,1,3,1,3,1,2,3,1,3,1,29,10
12045,3,1,5,1,4,1,5,1,1,1,5,5,1,4,1,5,1,4,4,1,5,1,46,10
12045,4,1,5,1,5,1,5,1,1,1,5,5,1,4,1,5,2,4,4,1,4,1,46,11
12045,5,1,4,1,3,1,4,1,1,1,3,4,1,4,1,3,1,3,3,1,3,1,34,10
12045,6,1,3,1,3,1,4,1,1,1,3,3,1,3,1,3,1,2,3,1,3,1,30,10
12045,7,1,3,3,3,2,4,1,3,1,2,4,1,3,1,3,2,3,3,1,3,2,31,17
12045,8,1,3,1,2,1,4,1,1,1,3,4,1,3,1,4,1,4,3,1,3,1,33,10
12050,1,1,4,1,4,1,2,1,1,1,2,1,1,3,1,2,1,1,3,1,3,1,25,10
12050,2,1,3,2,3,1,1,1,1,1,2,3,1,3,1,3,1,3,3,1,3,1,27,11
12050,3,1,4,2,3,1,1,1,1,1,2,3,1,3,1,3,2,3,3,1,3,1,28,12
12050,4,1,3,1,3,1,3,1,1,1,3,4,1,3,1,3,1,3,3,1,3,1,31,10
12050,5,1,2,1,3,1,2,1,1,1,2,3,1,3,1,1,1,3,3,1,3,1,25,10
12050,6,1,4,1,3,1,3,1,1,1,3,3,1,3,1,3,1,3,4,1,4,1,33,10
12050,7,1,4,1,2,1,2,1,1,1,2,4,1,4,1,2,1,2,4,1,4,1,30,10
12057,1,1,4,2,3,1,1,1,2,1,3,2,1,3,1,1,2,2,3,3,2,2,24,17
12057,2,1,3,2,3,1,2,1,1,1,3,2,1,3,1,3,1,2,3,2,2,1,26,12
12057,3,1,4,1,2,1,2,1,1,1,3,2,1,3,1,2,1,2,3,1,2,1,25,10
12057,4,1,2,2,1,2,2,1,1,1,2,2,1,2,1,2,1,2,2,1,1,1,18,12
12057,5,1,3,1,2,1,2,1,1,1,2,3,1,2,1,2,1,2,2,1,2,1,22,10
12057,6,1,3,1,2,1,2,1,1,1,2,2,1,2,1,2,1,2,2,1,2,1,21,10
12057,7,1,4,1,2,1,2,1,1,1,2,2,1,2,1,2,1,2,2,1,2,1,22,10
12057,8,1,3,1,2,1,2,1,1,1,3,3,1,2,1,2,1,2,2,1,2,1,23,10